FD_pccar_taxi-od_O,859,849
2025,10425.51966141482,13230.8420396673
2030,11821.46529376062,13654.9555996454
2035,11480.70676897453,13250.2924793927
2040,11025.32499421142,12691.80909433355
2045,10473.85830409246,12064.57079639716
2050,9779.281615084112,11308.65893255217
