FD_pccar_taxi-od_O,859,849
2025,10425.51966141482,18206.43274794547
2030,11821.46529376062,18732.58216462159
2035,11480.70676897453,18181.55440219469
2040,11025.32499421142,17427.47271021808
2045,10473.85830409246,16563.36513712293
2050,9779.281615084112,15509.11453439221
